,description,link
138,"Air France Flight 152, a Lockheed L-749A Constellation ditched into the Mediterranean Sea while en route from Rome to Beirut after break-away of an engine. Four of the 8 crew and 34 passengers drowned.",/wiki/Air_France_Flight_152
139,"Air France Flight 178, a Lockheed Constellation, crashes into a mountain in southern France; all 42 on board are killed.",/wiki/Air_France_Flight_178
140,"American Airlines Flight 723, a Convair 240, crashes while on approach to Albany Airport; all 28 passengers and crew die.",/wiki/American_Airlines_Flight_723
141,"BCPA Flight 304, a Douglas DC-6B, crashes into King's Mountain, southeast of Half Moon Bay, California, on its approach to San Francisco International Airport, killing all 11 on board.",/wiki/BCPA_Flight_304
142,"BOAC Flight 781, a de Havilland Comet flying from Rome to London on the last leg of a flight from Singapore, disintegrates in mid-air, when metal fatigue from repeated pressurization cycles compromises the fuselage, killing the 29 passengers and six crew.",/wiki/BOAC_Flight_781
143,"A BOAC Lockheed L-749A Constellation crashes as it attempts to land at Kallang Airport, Singapore; of the 40 passengers and crew on board, 33 are killed.",/wiki/1954_BOAC_Lockheed_Constellation_crash
144,"South African Airways Flight 201, a de Havilland Comet flying from Rome to Cairo bound for Johannesburg, disintegrates in mid-air, killing all 14 passengers and 7 crew; as in BOAC Flight 781, the cause is metal fatigue at stress risers at the corners of the square windows in the aluminum skin.",/wiki/South_African_Airways_Flight_201
145,"The 1954 Cathay Pacific Douglas DC-4 shootdown: a Cathay Pacific Douglas DC-4 is attacked by two PLAAF La-7 fighters and crashes off Hainan Island, killing 10 of 19 on board.",/wiki/1954_Cathay_Pacific_Douglas_DC-4_shootdown
146,"KLM Flight 633, a Lockheed L-1049 Super Constellation, ditches after takeoff from Shannon Airport in Ireland, killing 28 of 56 on board.",/wiki/KLM_Flight_633
147,"In the 1954 Prestwick air disaster a British Overseas Airways Corporation Boeing 377 Stratocruiser crashes on landing at Prestwick Airport, Scotland, 28 of the 36 onboard killed.",/wiki/1954_Prestwick_air_disaster
148,"TWA Flight 694, a Martin 2-0-2, collides with a privately owned Douglas DC-3 over Cincinnati, Ohio, killing all 15 on board both aircraft.",/wiki/1955_Cincinnati_mid-air_collision
149,"TWA Flight 260, a Martin 4-0-4, crashes into the Sandia Mountains near Albuquerque, New Mexico, killing all 16 on board.",/wiki/TWA_Flight_260
150,"Pan Am Flight 845/26, a Boeing 377, ditches into the Pacific Ocean off the Oregon coast, killing four of the 23 on board.",/wiki/Pan_Am_Flight_845/26
151,"A United Airlines Douglas DC-6 crashes after takeoff from Long Island MacArthur Airport, New York, killing all 3 on board.",/wiki/1955_MacArthur_Airport_United_Airlines_crash
152,An Air India Lockheed L-749 Constellation named Kashmir Princess explodes under suspicious circumstances; 16 people are killed and three survive.,/wiki/Kashmir_Princess
153,"El Al Flight 402, a Lockheed L-049 Constellation, inadvertently strays over Bulgarian territory on its way from Vienna to Tel Aviv, and is shot down by two Bulgarian fighter aircraft, killing all 58 on board.",/wiki/El_Al_Flight_402
154,"United Airlines Flight 409, a Douglas DC-4, crashes into Medicine Bow Peak near Centennial, Wyoming, killing all 66 on board.",/wiki/United_Airlines_Flight_409
155,"United Airlines Flight 629, a Douglas DC-6B, is bombed by Jack Gilbert Graham over Longmont, Colorado; all 44 on board are killed.",/wiki/United_Airlines_Flight_629
156,"The 1956 Scottish Airlines Malta air disaster: a Scottish Airlines Avro York crashes near Żurrieq, Malta due to pilot error, killing all 50 on board.",/wiki/1956_Scottish_Airlines_Malta_air_disaster
157,"TWA Flight 400, a Martin 4-0-4, crashes on takeoff at Greater Pittsburgh International Airport, killing 22 of the 36 on board; 14 survive.",/wiki/TWA_Flight_400
158,"Northwest Orient Airlines Flight 2, a Boeing 377 Stratocruiser, ditches into Puget Sound after takeoff from Seattle",/wiki/Northwest_Orient_Airlines_Flight_2
159,"Linea Aeropostal Flight 253, a Lockheed L-1049 Constellation, crashes into the Atlantic Ocean off Asbury Park, New Jersey. All 74 passengers and crew on board are killed.",/wiki/Linea_Aeropostal_Venezolana_Flight_253_(June_1956)
160,"In the 1956 BOAC Argonaut accident, a Canadair C-4 Argonaut, crashes shortly after taking off from Kano Airport, Nigeria, into a thunderstorm, killing 32 of the 38 passengers and 3 of the seven crew.",/wiki/1956_BOAC_Argonaut_accident
161,"The 1956 Grand Canyon mid-air collision between United Airlines Flight 718, a DC-7 and TWA Flight 2, a Lockheed Constellation, over the Grand Canyon, kills all 128 aboard both aircraft; operating under Visual Flight Rules, the planes fail to see each other and collide; the Federal Aviation Administration is created in the aftermath.",/wiki/1956_Grand_Canyon_mid-air_collision
162,"Trans-Canada Air Lines Flight 304, a Vickers Viscount, sheds a propeller blade over Flat Rock, Michigan; the blade penetrates the passenger cabin, killing one of 35 aboard; this is the first known case of a turboprop shedding a blade in passenger service.",/wiki/Trans-Canada_Air_Lines_Flight_304
163,"Pan Am Flight 6, a Boeing 377 Stratocruiser, is forced to ditch in the Pacific Ocean between Hawai'i and San Francisco; all 31 on board are rescued by a nearby United States Coast Guard ship.",/wiki/Pan_Am_Flight_6
164,"Braathens SAFE Flight 253, a de Havilland Heron, crashes into Hummelfjell mountain near Tolga, Norway, killing two of 12 on board.",/wiki/Braathens_SAFE_Flight_253
165,"Linea Aeropostal Flight 253, a Lockheed L-749 Constellation, crashes while on approach to Caracas International Airport, killing all 25 on board.",/wiki/Linea_Aeropostal_Venezolana_Flight_253_(November_1956)
166,"Trans-Canada Air Lines Flight 810, a Canadair North Star, crashes near Hope, British Columbia, Canada, killing all 62 people on board; the wreckage is located several months later. Aboard are four members of the Canadian Football League Saskatchewan Roughriders, and former Iowa Hawkeye Outland Trophy winner Cal Jones.",/wiki/Trans-Canada_Air_Lines_Flight_810
167,"Northeast Airlines Flight 823, a Douglas DC-6, crashes during a snowstorm shortly after takeoff from LaGuardia Airport; twenty of the 101 occupants die.",/wiki/Northeast_Airlines_Flight_823
168,"British European Airways Flight 411, a Vickers Viscount, crashes while on approach to Manchester Airport, killing all 20 on board and 2 on the ground.",/wiki/British_European_Airways_Flight_411
169,"In the 1957 Blackbushe Viking accident, an Eagle Aviation Vickers VC.1 Viking crashes after engine failure at Blackbushe Airport; of the 35 on board, only a passenger survives.",/wiki/1957_Blackbushe_Viking_accident
170,"KLM Flight 844, a Lockheed Super Constellation, crashes after takeoff from Biak-Mokmer Airport, Indonesia, killing 58 of 68 on board.",/wiki/KLM_Flight_844
171,"Maritime Central Airways Flight 315, a Douglas DC-4, crashes near Issoudun, Quebec after encountering turbulence in a thunderstorm, killing all 79 passengers and crew on board.",/wiki/Maritime_Central_Airways_Flight_315
172,"Pan Am Flight 7, a Boeing 377 Stratocruiser, disappears between San Francisco and Honolulu; small pieces of wreckage and human remains are found almost a week later by the United States Navy; all 44 on board are believed to have been killed; incapacitation of the crew by carbon dioxide fire extinguishing agent is a suspected cause of the crash.",/wiki/Pan_Am_Flight_7
173,"In the 1957 Aquila Airways Solent crash, a flying boat crashes near Chessell, Isle of Wight, UK, due to engine failure, killing 45 out of the 58 on board.",/wiki/1957_Aquila_Airways_Solent_crash
174,"In the Munich air disaster, a British European Airways Airspeed Ambassador operating as Flight 609 crashes while attempting a take off in a snowstorm from Munich-Riem Airport, killing 23 of 44 passenger and crew members on board including eight Manchester United footballers.",/wiki/Munich_air_disaster
175,"In the Winter Hill air disaster, a Silver City Airways Bristol 170 Freighter travelling from the Isle of Man to Manchester Ringway Airport crashes into Winter Hill, Lancashire, killing 35 people and injuring seven.",/wiki/Winter_Hill_air_disaster
176,"Capital Airlines Flight 67, a Vickers 745D Viscount, crashes at Tri-City Airport (now MBS International Airport) near Freeland, Michigan, killing all 47 passengers and crew; an undiscovered ice buildup on the wing and windy conditions are possible causes.",/wiki/Capital_Airlines_Flight_67
177,"United Airlines Flight 736, a Douglas DC-7, collides near Las Vegas, Nevada, with a US Air Force F-100 Super Sabre fighter on a training mission. All 47 aboard the airliner and both F-100 crew members are killed.",/wiki/United_Airlines_Flight_736
178,"1958 Dan-Air Avro York crash, a Avro York 685, crashes during a forced landing after an engine catches fire en route from Karachi to Delhi, killing 4 of 5 on board.",/wiki/1958_Dan-Air_Avro_York_crash
179,"A Central African Airways Vickers Viscount crashes near Benina International Airport due to pilot error, killing 36 of 54 on board.",/wiki/1958_Central_African_Airways_plane_crash
180,"KLM Flight 607-E, a Lockheed L-1049 Super Constellation (named Hugo de Groot) en route from Amsterdam to New York, crashes into the Atlantic Ocean shortly after takeoff from Shannon Airport in Ireland, killing all 99 passengers and crew, including six members of the Egyptian fencing team.",/wiki/KLM_Flight_607-E
181,"Northeast Airlines Flight 258, a Convair 240, crashes near Nantucket International Airport due to pilot error, killing 25 of 34 on board.",/wiki/Northeast_Airlines_Flight_258
182,"An Independent Air Travel Vickers VC.1 Viking crashes near Southall, Middlesex, killing all 3 crew on board and another 4 people on the ground.",/wiki/1958_London_Vickers_Viking_accident
183,"British European Airways Flight 142, a Vickers Viscount, collides with an Italian Air Force North American F-86 Sabre over Italy, all 31 on board die.",/wiki/British_European_Airways_Flight_142
184,"An Aviaco SNCASE Languedoc crashes in the Guadarrama Mountains, killing all 21 people on board.",/wiki/1958_Aviaco_SNCASE_Languedoc_crash
185,"A BOAC Bristol Britannia crashes near Christchurch, Dorset, England, killing 9 of 12 on board.",/wiki/1958_Bristol_Britannia_312_crash
186,"Southeast Airlines Flight 308, a Douglas DC-3, crashes into the Holston Mountain, Tennessee, United States, on approach to the Tri-Cities Regional Airport killing all ten people on board.",/wiki/Southeast_Airlines_Flight_308
187,"Lufthansa Flight 502, a Lockheed L-1049 Super Constellation, crashes on approach to Rio de Janeiro-Galeão International Airport, Brazil, 36 of the 39 on board are killed.",/wiki/Lufthansa_Flight_502
188,"American Airlines Flight 320, a Lockheed L-188 Super Electra, crashes into the East River, New York City, as a result of pilot error; sixty-five passengers and crew are killed.",/wiki/American_Airlines_Flight_320
189,"In the 1959 Turkish Airlines Gatwick crash, a chartered Vickers Viscount 793 carrying the Turkish prime minister and other government officials crashes in heavy fog during its final approach into London Gatwick Airport; five of the eight crew and nine of the sixteen passengers die in the accident; Prime Minister Adnan Menderes is among the ten survivors.",/wiki/1959_Turkish_Airlines_Gatwick_crash
190,"In the 1959 Air Charter Turkey crash, an Avro Super Trader IV crashes on Mount Süphan, Turkey; all 12 crew on board die.",/wiki/1959_Air_Charter_Turkey_crash
191,"Capital Airlines Flight 75, a Vickers Viscount 745D flying from New York City to Atlanta, breaks up in flight over Chase, Maryland, due to loss of control in severe turbulence; all 31 on board are killed.",/wiki/Capital_Airlines_Flight_75
192,"TWA Flight 891, a Lockheed Starliner, crashes due to a lightning strike shortly after taking off from Milan Malpensa Airport. All 68 passengers and crew on board are killed.",/wiki/TWA_Flight_891
193,"A Transair Douglas Dakota crashes into a mountain in Spain, killing all 32 on board.",/wiki/1959_Transair_Douglas_Dakota_accident
194,"TAI Flight 307, a Douglas DC-7, crashes into a pine forest on departure from Mérignac Airport, France; 54 of the 65 people on board are killed.",/wiki/TAI_Flight_307
195,"Braniff Flight 542, a Lockheed L-188 Electra, breaks up in mid-air and crashes 4 miles (6.4 km) from Buffalo, Texas; all 34 on board perish.",/wiki/Braniff_Flight_542
196,"Piedmont Airlines Flight 349, a Douglas DC-3, crashes on Bucks Elbow Mountain near Charlottesville, Virginia, killing the crew of three and 23 of 24 passengers; the sole survivor is seriously injured; the cause is a navigational error during an Instrument Landing System approach.",/wiki/Piedmont_Airlines_Flight_349
197,"National Airlines Flight 967, a Douglas DC-7B, crashes into the Gulf of Mexico while on a flight from Tampa, Florida, to New Orleans, Louisiana, in a possible case of sabotage; all 40 on board perish.",/wiki/National_Airlines_Flight_967
198,"Ariana Afghan Airlines Flight 202, a Douglas DC-4, crashes after an apparent in-flight fire, killing 24 of 27 on board.",/wiki/Ariana_Afghan_Airlines_Flight_202
199,"National Airlines Flight 2511, a Douglas DC-6B bound from New York to Miami, crashes near Bolivia, North Carolina, when a bomb planted on board explodes in mid-air; all 34 people on board are killed.",/wiki/National_Airlines_Flight_2511
